transcript5934	3d8bd28468dbc09e7aeba3296ee72975	82	MobiDBLite	mobidb-lite	consensus disorder prediction	44	56	-	T	30-10-2025	-	-	-	-
transcript5934	3d8bd28468dbc09e7aeba3296ee72975	82	MobiDBLite	mobidb-lite	consensus disorder prediction	44	65	-	T	30-10-2025	-	-	-	-
transcript43065	cbef588d4c3017462fe49b3e2f876d3c	166	MobiDBLite	mobidb-lite	consensus disorder prediction	1	129	-	T	30-10-2025	-	-	-	-
transcript43065	cbef588d4c3017462fe49b3e2f876d3c	166	MobiDBLite	mobidb-lite	consensus disorder prediction	22	33	-	T	30-10-2025	-	-	-	-
transcript43065	cbef588d4c3017462fe49b3e2f876d3c	166	MobiDBLite	mobidb-lite	consensus disorder prediction	34	48	-	T	30-10-2025	-	-	-	-
transcript43065	cbef588d4c3017462fe49b3e2f876d3c	166	MobiDBLite	mobidb-lite	consensus disorder prediction	62	78	-	T	30-10-2025	-	-	-	-
transcript52253	111374aded185a156a70fc98d4a34841	101	MobiDBLite	mobidb-lite	consensus disorder prediction	90	101	-	T	30-10-2025	-	-	-	-
transcript52253	111374aded185a156a70fc98d4a34841	101	MobiDBLite	mobidb-lite	consensus disorder prediction	31	101	-	T	30-10-2025	-	-	-	-
transcript52253	111374aded185a156a70fc98d4a34841	101	MobiDBLite	mobidb-lite	consensus disorder prediction	55	69	-	T	30-10-2025	-	-	-	-
transcript45873	8d17e5666af527a809a43b7937baa657	112	MobiDBLite	mobidb-lite	consensus disorder prediction	95	112	-	T	30-10-2025	-	-	-	-
transcript45873	8d17e5666af527a809a43b7937baa657	112	MobiDBLite	mobidb-lite	consensus disorder prediction	14	112	-	T	30-10-2025	-	-	-	-
transcript45873	8d17e5666af527a809a43b7937baa657	112	MobiDBLite	mobidb-lite	consensus disorder prediction	59	69	-	T	30-10-2025	-	-	-	-
transcript9362	2094a7b0b746ab3e3206e34a0a77a52f	196	MobiDBLite	mobidb-lite	consensus disorder prediction	98	108	-	T	30-10-2025	-	-	-	-
transcript9362	2094a7b0b746ab3e3206e34a0a77a52f	196	MobiDBLite	mobidb-lite	consensus disorder prediction	1	140	-	T	30-10-2025	-	-	-	-
transcript9362	2094a7b0b746ab3e3206e34a0a77a52f	196	MobiDBLite	mobidb-lite	consensus disorder prediction	8	46	-	T	30-10-2025	-	-	-	-
transcript9362	2094a7b0b746ab3e3206e34a0a77a52f	196	MobiDBLite	mobidb-lite	consensus disorder prediction	123	137	-	T	30-10-2025	-	-	-	-
transcript20313	5f337c088be737b8609c1ff16f3f19a2	76	MobiDBLite	mobidb-lite	consensus disorder prediction	1	37	-	T	30-10-2025	-	-	-	-
transcript27644	61fe301a85a45765af4c6517cb034091	203	MobiDBLite	mobidb-lite	consensus disorder prediction	12	21	-	T	30-10-2025	-	-	-	-
