transcript7437	PanBaRT20_chr2HG09864.1	100.000	90	0	0	1	270	43	132	2.71e-50	157	99	33
transcript7987	PanBaRT20_chr2HG10485.2	98.462	65	1	0	1	195	1	65	5.82e-43	135	98	33
transcript7987	PanBaRT20_chr2HG10485.1	98.462	65	1	0	1	195	1	65	5.82e-43	135	98	33
transcript8011	PanBaRT20_chr2HG19690.44	97.183	71	2	0	1	213	1	71	5.34e-46	143	99	33
transcript8011	PanBaRT20_chr2HG19690.4	97.183	71	2	0	1	213	1	71	5.34e-46	143	99	33
transcript8011	PanBaRT20_chr2HG19690.34	97.183	71	2	0	1	213	1	71	5.34e-46	143	99	33
transcript8011	PanBaRT20_chr2HG19690.32	97.183	71	2	0	1	213	1	71	5.34e-46	143	99	33
transcript8011	PanBaRT20_chr2HG19690.31	97.183	71	2	0	1	213	1	71	5.34e-46	143	99	33
transcript8011	PanBaRT20_chr2HG19690.30	97.183	71	2	0	1	213	1	71	5.34e-46	143	99	33
transcript8011	PanBaRT20_chr2HG19690.24	97.183	71	2	0	1	213	1	71	5.34e-46	143	99	33
transcript8011	PanBaRT20_chr2HG19690.2	97.183	71	2	0	1	213	1	71	5.34e-46	143	99	33
transcript8011	PanBaRT20_chr2HG19690.17	97.183	71	2	0	1	213	1	71	5.34e-46	143	99	33
transcript8011	PanBaRT20_chr2HG10508.5	97.183	71	2	0	1	213	1	71	6.65e-46	143	99	33
transcript8011	PanBaRT20_chr2HG10508.1	97.183	71	2	0	1	213	1	71	6.65e-46	143	99	33
transcript8011	PanBaRT20_chr2HG19690.42	100.000	21	0	0	152	214	39	59	5.33e-07	45.4	99	10
transcript8011	PanBaRT20_chr2HG19690.37	100.000	21	0	0	152	214	39	59	1.65e-06	45.8	99	10
transcript8011	PanBaRT20_chr2HG19690.1	100.000	21	0	0	152	214	38	58	2.58e-07	46.2	99	10
transcript8011	PanBaRT20_chr2HG19690.7	100.000	21	0	0	152	214	38	58	3.81e-07	45.8	99	10
transcript8011	PanBaRT20_chr2HG19690.25	100.000	21	0	0	152	214	38	58	3.81e-07	45.8	99	10
transcript8011	PanBaRT20_chr2HG10508.9	100.000	20	0	0	155	214	39	58	8.73e-06	42.4	99	9
transcript8011	PanBaRT20_chr2HG10508.8	100.000	20	0	0	155	214	39	58	8.73e-06	42.4	99	9
transcript8011	PanBaRT20_chr2HG10508.7	100.000	20	0	0	155	214	39	58	8.73e-06	42.4	99	9
transcript8011	PanBaRT20_chr2HG10508.4	100.000	20	0	0	155	214	39	58	1.13e-05	42.0	99	9
transcript8011	PanBaRT20_chr2HG19690.3	100.000	21	0	0	152	214	38	58	2.81e-07	46.2	99	10
transcript8380	PanBaRT20_chr2HG10970.2	98.131	107	2	0	1	321	1	107	3.04e-71	210	99	33
transcript8439	PanBaRT20_chr2HG11047.9	99.669	907	3	0	1	2721	319	1225	0.0	1265	99	33
transcript8439	PanBaRT20_chr2HG11047.4	99.669	907	3	0	1	2721	403	1309	0.0	1263	99	33
transcript8439	PanBaRT20_chr2HG11047.23	99.669	907	3	0	1	2721	403	1309	0.0	1263	99	33
transcript8439	PanBaRT20_chr2HG11047.11	99.669	907	3	0	1	2721	361	1267	0.0	1263	99	33
transcript8439	PanBaRT20_chr2HG11047.1	99.669	907	3	0	1	2721	361	1267	0.0	1263	99	33
transcript8439	PanBaRT20_chr2HG11047.2	99.669	907	3	0	1	2721	381	1287	0.0	1262	99	33
transcript8439	PanBaRT20_chr2HG11047.19	99.669	907	3	0	1	2721	381	1287	0.0	1262	99	33
transcript8439	PanBaRT20_chr2HG11047.16	99.669	907	3	0	1	2721	87	993	0.0	1262	99	33
transcript8439	PanBaRT20_chr2HG11047.20	99.669	907	3	0	1	2721	423	1329	0.0	1261	99	33
transcript8439	PanBaRT20_chr2HG11047.13	97.023	907	5	1	1	2721	403	1287	0.0	1233	99	33
transcript8439	PanBaRT20_chr2HG11047.17	99.771	873	2	0	103	2721	44	916	0.0	1221	96	32
transcript8439	PanBaRT20_chr2HG11047.22	100.000	831	0	0	229	2721	318	1148	0.0	1206	99	31
transcript8439	PanBaRT20_chr2HG11047.18	100.000	831	0	0	229	2721	57	887	0.0	1203	99	31
transcript8439	PanBaRT20_chr2HG11047.6	100.000	831	0	0	229	2721	45	875	0.0	1203	99	31
transcript8439	PanBaRT20_chr2HG11047.25	100.000	816	0	0	274	2721	270	1085	0.0	1176	99	30
transcript8609	PanBaRT20_chr2HG11216.2	100.000	97	0	0	1	291	1	97	1.16e-65	195	99	33
transcript8609	PanBaRT20_chr2HG11216.1	100.000	97	0	0	1	291	1	97	1.16e-65	195	99	33
transcript8723	PanBaRT20_chr5HG51061.4	99.010	101	1	0	1	303	1	101	3.30e-37	124	99	33
transcript8723	PanBaRT20_chr5HG51061.21	99.010	101	1	0	1	303	1	101	3.30e-37	124	99	33
transcript8723	PanBaRT20_chr5HG51061.2	99.010	101	1	0	1	303	1	101	3.30e-37	124	99	33
transcript8723	PanBaRT20_chr5HG51061.13	99.010	101	1	0	1	303	1	101	3.30e-37	124	99	33
transcript8723	PanBaRT20_chr5HG51061.12	99.010	101	1	0	1	303	1	101	3.30e-37	124	99	33
transcript8723	PanBaRT20_chr5HG51061.1	99.010	101	1	0	1	303	1	101	3.30e-37	124	99	33
transcript8763	PanBaRT20_chr2HG11416.12	99.310	145	1	0	1	435	84	228	8.25e-103	296	99	33
transcript8763	PanBaRT20_chr2HG11416.7	99.310	145	1	0	1	435	287	431	1.72e-101	300	99	33
transcript9075	PanBaRT20_chr2HG11771.2	100.000	148	0	0	1	444	1	148	1.56e-102	292	99	33
transcript9075	PanBaRT20_chr2HG11771.1	100.000	145	0	0	1	435	1	145	3.72e-100	286	97	32
transcript9255	PanBaRT20_chr2HG11973.9	100.000	117	0	0	1	351	1	117	1.05e-81	237	99	33
transcript9255	PanBaRT20_chr2HG11973.8	100.000	117	0	0	1	351	1	117	1.05e-81	237	99	33
transcript9255	PanBaRT20_chr2HG11973.6	100.000	117	0	0	1	351	1	117	1.05e-81	237	99	33
transcript9255	PanBaRT20_chr2HG11973.56	100.000	117	0	0	1	351	1	117	1.05e-81	237	99	33
transcript9255	PanBaRT20_chr2HG11973.55	100.000	117	0	0	1	351	1	117	1.05e-81	237	99	33
transcript9255	PanBaRT20_chr2HG11973.54	100.000	117	0	0	1	351	1	117	1.05e-81	237	99	33
transcript9255	PanBaRT20_chr2HG11973.53	100.000	117	0	0	1	351	1	117	1.05e-81	237	99	33
transcript9255	PanBaRT20_chr2HG11973.52	100.000	117	0	0	1	351	1	117	1.05e-81	237	99	33
transcript9255	PanBaRT20_chr2HG11973.50	100.000	117	0	0	1	351	1	117	1.05e-81	237	99	33
transcript9255	PanBaRT20_chr2HG11973.5	100.000	117	0	0	1	351	1	117	1.05e-81	237	99	33
transcript9255	PanBaRT20_chr2HG11973.49	100.000	117	0	0	1	351	1	117	1.05e-81	237	99	33
transcript9255	PanBaRT20_chr2HG11973.46	100.000	117	0	0	1	351	1	117	1.05e-81	237	99	33
transcript9255	PanBaRT20_chr2HG11973.45	100.000	117	0	0	1	351	1	117	1.05e-81	237	99	33
transcript9255	PanBaRT20_chr2HG11973.37	100.000	117	0	0	1	351	1	117	1.05e-81	237	99	33
transcript9255	PanBaRT20_chr2HG11973.35	100.000	117	0	0	1	351	1	117	1.05e-81	237	99	33
transcript9255	PanBaRT20_chr2HG11973.34	100.000	117	0	0	1	351	1	117	1.05e-81	237	99	33
transcript9255	PanBaRT20_chr2HG11973.33	100.000	117	0	0	1	351	1	117	1.05e-81	237	99	33
transcript9255	PanBaRT20_chr2HG11973.32	100.000	117	0	0	1	351	1	117	1.05e-81	237	99	33
transcript9255	PanBaRT20_chr2HG11973.31	100.000	117	0	0	1	351	1	117	1.05e-81	237	99	33
transcript9255	PanBaRT20_chr2HG11973.3	100.000	117	0	0	1	351	1	117	1.05e-81	237	99	33
transcript9255	PanBaRT20_chr2HG11973.29	100.000	117	0	0	1	351	1	117	1.05e-81	237	99	33
transcript9255	PanBaRT20_chr2HG11973.28	100.000	117	0	0	1	351	1	117	1.05e-81	237	99	33
transcript9255	PanBaRT20_chr2HG11973.26	100.000	117	0	0	1	351	1	117	1.05e-81	237	99	33
transcript9255	PanBaRT20_chr2HG11973.25	100.000	117	0	0	1	351	1	117	1.05e-81	237	99	33
transcript9255	PanBaRT20_chr2HG11973.23	100.000	117	0	0	1	351	1	117	1.05e-81	237	99	33
transcript9255	PanBaRT20_chr2HG11973.22	100.000	117	0	0	1	351	1	117	1.05e-81	237	99	33
transcript9255	PanBaRT20_chr2HG11973.2	100.000	117	0	0	1	351	1	117	1.05e-81	237	99	33
transcript9255	PanBaRT20_chr2HG11973.19	100.000	117	0	0	1	351	1	117	1.05e-81	237	99	33
transcript9255	PanBaRT20_chr2HG11973.16	100.000	117	0	0	1	351	1	117	1.05e-81	237	99	33
